pair,frequency,course1,course2
"(367, 765)",3,367,765
"(568, 908)",3,568,908
"(360, 1139)",3,360,1139
"(835, 1100)",3,835,1100
"(835, 1187)",3,835,1187
"(509, 517)",3,509,517
"(515, 1187)",3,515,1187
"(777, 912)",3,777,912
"(564, 1125)",3,564,1125
"(490, 1144)",3,490,1144
"(741, 829)",3,741,829
"(741, 1116)",3,741,1116
"(814, 1115)",3,814,1115
"(814, 1161)",3,814,1161
"(489, 863)",3,489,863
"(523, 1147)",3,523,1147
"(357, 517)",3,357,517
"(356, 671)",3,356,671
"(356, 750)",3,356,750
"(356, 753)",3,356,753
"(357, 753)",3,357,753
"(679, 765)",3,679,765
"(356, 517)",3,356,517
"(517, 810)",3,517,810
"(564, 813)",3,564,813
"(564, 1128)",3,564,1128
"(571, 1128)",3,571,1128
"(744, 753)",3,744,753
"(753, 813)",3,753,813
"(813, 1128)",3,813,1128
"(672, 1187)",3,672,1187
"(367, 1103)",3,367,1103
"(571, 1102)",3,571,1102
"(363, 504)",3,363,504
"(504, 507)",3,504,507
"(507, 569)",3,507,569
"(562, 1128)",3,562,1128
"(566, 803)",3,566,803
"(519, 1116)",3,519,1116
"(829, 1187)",3,829,1187
"(1103, 1187)",3,1103,1187
"(551, 1198)",3,551,1198
"(794, 1138)",3,794,1138
"(366, 672)",3,366,672
"(356, 800)",3,356,800
"(519, 1144)",3,519,1144
"(361, 864)",3,361,864
"(514, 1185)",3,514,1185
"(523, 1185)",3,523,1185
"(742, 1185)",3,742,1185
"(1103, 1140)",3,1103,1140
"(829, 862)",3,829,862
"(1102, 1161)",3,1102,1161
"(752, 1101)",3,752,1101
"(363, 1160)",3,363,1160
"(568, 1125)",3,568,1125
"(672, 863)",3,672,863
"(745, 908)",3,745,908
"(489, 1181)",3,489,1181
"(516, 517)",3,516,517
"(515, 1146)",3,515,1146
"(864, 1138)",3,864,1138
"(1138, 1144)",3,1138,1144
"(566, 1187)",3,566,1187
"(570, 864)",3,570,864
"(777, 862)",3,777,862
"(672, 1102)",3,672,1102
"(745, 862)",3,745,862
"(764, 862)",3,764,862
"(514, 1188)",3,514,1188
"(523, 1188)",3,523,1188
"(489, 744)",3,489,744
"(523, 1145)",3,523,1145
"(502, 1186)",3,502,1186
"(664, 863)",3,664,863
"(863, 1156)",3,863,1156
"(519, 757)",3,519,757
"(862, 1141)",3,862,1141
"(776, 813)",3,776,813
"(514, 1184)",3,514,1184
"(517, 563)",3,517,563
"(519, 563)",3,519,563
"(515, 1147)",3,515,1147
"(750, 1147)",3,750,1147
"(516, 1144)",3,516,1144
"(742, 750)",3,742,750
"(745, 1186)",3,745,1186
"(569, 569)",3,569,569
"(552, 1181)",3,552,1181
"(750, 1181)",3,750,1181
"(1103, 1145)",3,1103,1145
"(357, 679)",3,357,679
"(357, 777)",3,357,777
"(507, 516)",3,507,516
"(551, 551)",3,551,551
"(490, 509)",3,490,509
"(509, 1102)",3,509,1102
"(552, 1188)",3,552,1188
"(489, 864)",3,489,864
"(553, 864)",3,553,864
"(564, 1138)",3,564,1138
"(671, 829)",3,671,829
"(356, 564)",3,356,564
"(764, 865)",3,764,865
"(777, 865)",3,777,865
"(757, 1116)",3,757,1116
"(366, 511)",3,366,511
"(502, 670)",3,502,670
"(756, 1115)",3,756,1115
"(753, 1102)",3,753,1102
"(1128, 1144)",3,1128,1144
"(672, 1156)",3,672,1156
"(356, 908)",3,356,908
"(366, 908)",3,366,908
"(513, 1100)",3,513,1100
"(516, 803)",3,516,803
"(361, 507)",3,361,507
"(776, 862)",3,776,862
"(862, 863)",3,862,863
"(741, 863)",3,741,863
"(863, 863)",3,863,863
"(777, 909)",3,777,909
"(365, 566)",3,365,566
"(366, 1152)",3,366,1152
"(750, 862)",3,750,862
"(753, 829)",3,753,829
"(862, 865)",3,862,865
"(865, 1100)",3,865,1100
"(552, 1141)",3,552,1141
"(518, 750)",3,518,750
"(502, 862)",3,502,862
"(862, 1103)",3,862,1103
"(356, 862)",3,356,862
"(571, 862)",3,571,862
"(511, 516)",3,511,516
"(742, 836)",3,742,836
"(836, 1141)",3,836,1141
"(912, 1198)",3,912,1198
"(489, 563)",3,489,563
"(912, 1101)",3,912,1101
"(1101, 1125)",3,1101,1125
"(1102, 1104)",3,1102,1104
"(562, 1115)",3,562,1115
"(552, 1185)",3,552,1185
"(672, 742)",3,672,742
"(672, 829)",3,672,829
"(742, 829)",3,742,829
"(562, 1101)",3,562,1101
"(515, 813)",3,515,813
"(517, 1125)",3,517,1125
"(358, 1184)",3,358,1184
"(359, 1181)",3,359,1181
"(359, 1184)",3,359,1184
"(794, 1141)",3,794,1141
"(912, 1102)",3,912,1102
"(1101, 1129)",3,1101,1129
"(1128, 1129)",3,1128,1129
"(359, 552)",3,359,552
"(1116, 1124)",3,1116,1124
"(356, 909)",3,356,909
"(517, 909)",3,517,909
"(659, 756)",3,659,756
"(361, 756)",3,361,756
"(489, 813)",3,489,813
"(1103, 1184)",3,1103,1184
"(563, 750)",3,563,750
"(358, 367)",3,358,367
"(367, 1125)",3,367,1125
"(519, 909)",3,519,909
"(744, 750)",3,744,750
"(515, 1139)",3,515,1139
"(515, 1160)",3,515,1160
"(659, 1115)",3,659,1115
"(670, 777)",3,670,777
"(671, 745)",3,671,745
"(552, 670)",3,552,670
"(363, 367)",3,363,367
"(504, 810)",3,504,810
"(502, 1124)",3,502,1124
"(551, 1146)",3,551,1146
"(1103, 1139)",3,1103,1139
"(794, 1129)",3,794,1129
"(570, 791)",3,570,791
"(670, 679)",3,670,679
"(670, 814)",3,670,814
"(361, 568)",3,361,568
"(908, 1161)",3,908,1161
"(356, 1099)",3,356,1099
"(368, 519)",3,368,519
"(367, 840)",3,367,840
"(756, 907)",3,756,907
"(745, 1128)",3,745,1128
"(489, 1144)",3,489,1144
"(679, 1144)",3,679,1144
"(672, 765)",3,672,765
"(1100, 1144)",3,1100,1144
"(1101, 1161)",3,1101,1161
"(749, 1102)",3,749,1102
"(513, 776)",3,513,776
"(744, 1156)",3,744,1156
"(755, 756)",3,755,756
"(552, 864)",3,552,864
"(749, 776)",3,749,776
"(566, 862)",3,566,862
"(741, 840)",3,741,840
"(810, 840)",3,810,840
"(511, 659)",3,511,659
"(1100, 1147)",3,1100,1147
"(511, 564)",3,511,564
"(777, 1184)",3,777,1184
"(503, 809)",3,503,809
"(361, 840)",3,361,840
"(514, 1141)",3,514,1141
"(750, 813)",3,750,813
"(756, 1101)",3,756,1101
"(572, 776)",3,572,776
"(814, 907)",3,814,907
"(814, 1101)",3,814,1101
"(814, 1102)",3,814,1102
"(361, 908)",3,361,908
"(745, 800)",3,745,800
"(756, 1102)",3,756,1102
"(504, 752)",3,504,752
"(566, 1139)",3,566,1139
"(516, 664)",3,516,664
"(518, 764)",3,518,764
"(514, 514)",3,514,514
"(507, 909)",3,507,909
"(519, 1185)",3,519,1185
"(679, 864)",3,679,864
"(777, 864)",3,777,864
"(362, 566)",3,362,566
"(508, 764)",3,508,764
"(671, 672)",3,671,672
"(361, 750)",3,361,750
"(504, 829)",3,504,829
"(764, 1124)",3,764,1124
"(777, 1124)",3,777,1124
"(840, 909)",3,840,909
"(519, 791)",3,519,791
"(1152, 1160)",3,1152,1160
"(764, 1116)",3,764,1116
"(515, 515)",3,515,515
"(659, 1102)",3,659,1102
"(490, 1115)",3,490,1115
"(670, 809)",3,670,809
"(670, 907)",3,670,907
"(670, 909)",3,670,909
"(670, 1103)",3,670,1103
"(776, 907)",3,776,907
"(1116, 1156)",3,1116,1156
"(749, 829)",3,749,829
"(809, 864)",3,809,864
"(362, 777)",3,362,777
"(569, 1129)",3,569,1129
"(1100, 1161)",3,1100,1161
"(1116, 1129)",3,1116,1129
"(742, 1101)",3,742,1101
"(363, 757)",3,363,757
"(515, 1124)",3,515,1124
"(809, 1124)",3,809,1124
"(490, 791)",3,490,791
"(511, 791)",3,511,791
"(753, 776)",3,753,776
"(791, 1128)",3,791,1128
"(507, 810)",3,507,810
"(519, 1129)",3,519,1129
"(566, 1181)",3,566,1181
"(664, 814)",3,664,814
"(552, 865)",3,552,865
"(749, 810)",3,749,810
"(1103, 1161)",3,1103,1161
"(572, 756)",3,572,756
"(361, 753)",3,361,753
"(367, 753)",3,367,753
"(907, 1129)",3,907,1129
"(364, 513)",3,364,513
"(490, 507)",3,490,507
"(367, 664)",3,367,664
"(563, 1102)",3,563,1102
"(367, 502)",3,367,502
"(566, 566)",3,566,566
"(518, 1103)",3,518,1103
"(743, 756)",3,743,756
"(563, 741)",3,563,741
"(507, 572)",3,507,572
"(569, 741)",3,569,741
"(517, 1102)",3,517,1102
"(764, 1141)",3,764,1141
"(518, 570)",3,518,570
"(1124, 1129)",3,1124,1129
"(570, 1156)",3,570,1156
"(552, 1184)",3,552,1184
"(750, 1124)",3,750,1124
"(809, 809)",3,809,809
"(508, 679)",3,508,679
"(562, 814)",3,562,814
"(365, 1141)",3,365,1141
"(564, 1145)",3,564,1145
"(679, 1156)",3,679,1156
"(552, 791)",3,552,791
"(507, 753)",3,507,753
"(490, 810)",3,490,810
"(570, 907)",3,570,907
"(518, 743)",3,518,743
"(513, 908)",3,513,908
"(509, 1146)",3,509,1146
"(777, 810)",3,777,810
"(679, 679)",3,679,679
"(743, 907)",3,743,907
"(489, 489)",3,489,489
"(490, 744)",3,490,744
"(502, 810)",3,502,810
"(514, 810)",3,514,810
"(764, 810)",3,764,810
"(503, 517)",3,503,517
"(572, 791)",3,572,791
"(572, 1102)",3,572,1102
"(504, 516)",3,504,516
"(572, 829)",3,572,829
"(507, 517)",3,507,517
"(749, 756)",3,749,756
"(508, 519)",3,508,519
"(363, 741)",3,363,741
"(504, 518)",3,504,518
"(514, 671)",3,514,671
"(791, 1185)",3,791,1185
"(504, 659)",3,504,659
"(504, 753)",3,504,753
"(570, 753)",3,570,753
"(743, 1100)",3,743,1100
"(502, 907)",3,502,907
"(502, 813)",3,502,813
"(504, 909)",3,504,909
"(504, 814)",3,504,814
"(909, 1128)",3,909,1128
"(508, 1104)",3,508,1104
"(514, 1145)",3,514,1145
"(1100, 1145)",3,1100,1145
"(513, 571)",3,513,571
"(749, 1129)",3,749,1129
"(756, 909)",3,756,909
"(566, 742)",3,566,742
"(566, 834)",3,566,834
"(670, 750)",3,670,750
"(791, 909)",3,791,909
"(566, 830)",3,566,830
"(756, 1125)",3,756,1125
"(514, 1186)",3,514,1186
"(794, 1124)",3,794,1124
"(744, 794)",3,744,794
"(794, 1161)",3,794,1161
"(572, 1156)",3,572,1156
"(764, 1104)",3,764,1104
"(744, 862)",2,744,862
"(571, 1099)",2,571,1099
"(765, 862)",2,765,862
"(765, 864)",2,765,864
"(862, 864)",2,862,864
"(1099, 1101)",2,1099,1101
"(1101, 1139)",2,1101,1139
"(509, 564)",2,509,564
"(564, 1099)",2,564,1099
"(679, 1099)",2,679,1099
"(490, 803)",2,490,803
"(659, 765)",2,659,765
"(659, 909)",2,659,909
"(509, 1147)",2,509,1147
"(509, 1138)",2,509,1138
"(1099, 1138)",2,1099,1138
"(361, 1186)",2,361,1186
"(518, 553)",2,518,553
"(518, 568)",2,518,568
"(518, 571)",2,518,571
"(907, 1125)",2,907,1125
"(862, 1144)",2,862,1144
"(516, 908)",2,516,908
"(908, 1099)",2,908,1099
"(659, 813)",2,659,813
"(366, 509)",2,366,509
"(777, 1099)",2,777,1099
"(552, 1187)",2,552,1187
"(741, 814)",2,741,814
"(752, 814)",2,752,814
"(814, 829)",2,814,829
"(1116, 1161)",2,1116,1161
"(571, 865)",2,571,865
"(571, 863)",2,571,863
"(361, 1147)",2,361,1147
"(504, 907)",2,504,907
"(357, 671)",2,357,671
"(671, 765)",2,671,765
"(366, 1102)",2,366,1102
"(517, 765)",2,517,765
"(517, 803)",2,517,803
"(517, 1124)",2,517,1124
"(564, 1124)",2,564,1124
"(571, 813)",2,571,813
"(571, 1124)",2,571,1124
"(659, 744)",2,659,744
"(659, 803)",2,659,803
"(659, 810)",2,659,810
"(659, 1128)",2,659,1128
"(671, 741)",2,671,741
"(741, 813)",2,741,813
"(744, 810)",2,744,810
"(744, 813)",2,744,813
"(765, 1124)",2,765,1124
"(813, 1124)",2,813,1124
"(519, 1139)",2,519,1139
"(566, 1138)",2,566,1138
"(515, 1185)",2,515,1185
"(829, 1185)",2,829,1185
"(360, 515)",2,360,515
"(908, 1187)",2,908,1187
"(1102, 1187)",2,1102,1187
"(562, 1116)",2,562,1116
"(1116, 1128)",2,1116,1128
"(365, 519)",2,365,519
"(664, 672)",2,664,672
"(864, 1141)",2,864,1141
"(513, 1103)",2,513,1103
"(742, 1103)",2,742,1103
"(1103, 1185)",2,1103,1185
"(507, 1128)",2,507,1128
"(750, 912)",2,750,912
"(356, 776)",2,356,776
"(518, 672)",2,518,672
"(552, 813)",2,552,813
"(362, 523)",2,362,523
"(367, 1144)",2,367,1144
"(519, 1147)",2,519,1147
"(1101, 1184)",2,1101,1184
"(829, 1101)",2,829,1101
"(514, 911)",2,514,911
"(508, 1181)",2,508,1181
"(571, 864)",2,571,864
"(672, 1185)",2,672,1185
"(1185, 1187)",2,1185,1187
"(757, 814)",2,757,814
"(358, 764)",2,358,764
"(562, 753)",2,562,753
"(564, 755)",2,564,755
"(672, 862)",2,672,862
"(503, 777)",2,503,777
"(672, 1116)",2,672,1116
"(745, 1116)",2,745,1116
"(517, 863)",2,517,863
"(514, 863)",2,514,863
"(569, 744)",2,569,744
"(572, 744)",2,572,744
"(764, 1145)",2,764,1145
"(513, 519)",2,513,519
"(523, 1104)",2,523,1104
"(908, 1185)",2,908,1185
"(359, 518)",2,359,518
"(503, 908)",2,503,908
"(863, 1140)",2,863,1140
"(753, 1138)",2,753,1138
"(1125, 1156)",2,1125,1156
"(756, 757)",2,756,757
"(359, 490)",2,359,490
"(568, 741)",2,568,741
"(741, 1099)",2,741,1099
"(516, 829)",2,516,829
"(553, 777)",2,553,777
"(568, 777)",2,568,777
"(750, 1099)",2,750,1099
"(829, 1099)",2,829,1099
"(363, 570)",2,363,570
"(755, 794)",2,755,794
"(794, 829)",2,794,829
"(776, 1139)",2,776,1139
"(745, 840)",2,745,840
"(517, 1181)",2,517,1181
"(552, 1104)",2,552,1104
"(750, 1138)",2,750,1138
"(363, 753)",2,363,753
"(516, 570)",2,516,570
"(366, 864)",2,366,864
"(357, 1146)",2,357,1146
"(741, 1125)",2,741,1125
"(908, 1144)",2,908,1144
"(864, 1100)",2,864,1100
"(776, 1140)",2,776,1140
"(519, 1181)",2,519,1181
"(518, 757)",2,518,757
"(363, 670)",2,363,670
"(366, 670)",2,366,670
"(753, 1101)",2,753,1101
"(361, 1156)",2,361,1156
"(743, 1152)",2,743,1152
"(776, 1152)",2,776,1152
"(356, 1198)",2,356,1198
"(366, 1198)",2,366,1198
"(659, 1100)",2,659,1100
"(361, 570)",2,361,570
"(1099, 1102)",2,1099,1102
"(358, 1100)",2,358,1100
"(517, 835)",2,517,835
"(672, 1125)",2,672,1125
"(672, 753)",2,672,753
"(490, 553)",2,490,553
"(912, 1144)",2,912,1144
"(572, 672)",2,572,672
"(664, 909)",2,664,909
"(367, 908)",2,367,908
"(357, 741)",2,357,741
"(776, 1099)",2,776,1099
"(366, 862)",2,366,862
"(366, 863)",2,366,863
"(517, 865)",2,517,865
"(750, 1152)",2,750,1152
"(753, 908)",2,753,908
"(777, 863)",2,777,863
"(862, 908)",2,862,908
"(865, 908)",2,865,908
"(908, 1152)",2,908,1152
"(366, 1116)",2,366,1116
"(518, 745)",2,518,745
"(659, 672)",2,659,672
"(367, 1152)",2,367,1152
"(523, 1199)",2,523,1199
"(366, 755)",2,366,755
"(809, 862)",2,809,862
"(862, 912)",2,862,912
"(863, 1124)",2,863,1124
"(864, 908)",2,864,908
"(745, 912)",2,745,912
"(765, 1198)",2,765,1198
"(489, 1186)",2,489,1186
"(745, 1156)",2,745,1156
"(509, 908)",2,509,908
"(568, 568)",2,568,568
"(361, 679)",2,361,679
"(752, 810)",2,752,810
"(519, 670)",2,519,670
"(515, 1188)",2,515,1188
"(672, 1141)",2,672,1141
"(563, 1100)",2,563,1100
"(563, 1101)",2,563,1101
"(755, 1181)",2,755,1181
"(776, 1181)",2,776,1181
"(563, 794)",2,563,794
"(777, 1186)",2,777,1186
"(358, 1104)",2,358,1104
"(757, 776)",2,757,776
"(744, 791)",2,744,791
"(513, 777)",2,513,777
"(742, 1128)",2,742,1128
"(1101, 1128)",2,1101,1128
"(362, 489)",2,362,489
"(829, 1144)",2,829,1144
"(764, 1099)",2,764,1099
"(361, 865)",2,361,865
"(552, 863)",2,552,863
"(489, 1138)",2,489,1138
"(777, 1188)",2,777,1188
"(514, 1160)",2,514,1160
"(367, 752)",2,367,752
"(365, 366)",2,365,366
"(363, 744)",2,363,744
"(564, 1144)",2,564,1144
"(553, 742)",2,553,742
"(553, 862)",2,553,862
"(745, 1141)",2,745,1141
"(862, 1139)",2,862,1139
"(862, 1146)",2,862,1146
"(1139, 1141)",2,1139,1141
"(516, 909)",2,516,909
"(670, 1152)",2,670,1152
"(553, 671)",2,553,671
"(671, 679)",2,671,679
"(1125, 1187)",2,1125,1187
"(552, 837)",2,552,837
"(670, 1161)",2,670,1161
"(502, 1161)",2,502,1161
"(764, 1161)",2,764,1161
"(750, 1128)",2,750,1128
"(1116, 1152)",2,1116,1152
"(358, 750)",2,358,750
"(552, 1139)",2,552,1139
"(907, 1099)",2,907,1099
"(907, 1139)",2,907,1139
"(776, 1124)",2,776,1124
"(368, 908)",2,368,908
"(516, 1102)",2,516,1102
"(368, 518)",2,368,518
"(502, 835)",2,502,835
"(568, 1102)",2,568,1102
"(909, 1187)",2,909,1187
"(502, 1141)",2,502,1141
"(357, 756)",2,357,756
"(571, 756)",2,571,756
"(803, 907)",2,803,907
"(1103, 1147)",2,1103,1147
"(1128, 1140)",2,1128,1140
"(367, 553)",2,367,553
"(1125, 1129)",2,1125,1129
"(363, 513)",2,363,513
"(672, 757)",2,672,757
"(752, 756)",2,752,756
"(551, 800)",2,551,800
"(551, 835)",2,551,835
"(367, 569)",2,367,569
"(519, 863)",2,519,863
"(749, 809)",2,749,809
"(517, 864)",2,517,864
"(840, 864)",2,840,864
"(865, 866)",2,865,866
"(908, 1186)",2,908,1186
"(672, 1146)",2,672,1146
"(1144, 1146)",2,1144,1146
"(366, 366)",2,366,366
"(368, 794)",2,368,794
"(358, 502)",2,358,502
"(358, 519)",2,358,519
"(490, 1128)",2,490,1128
"(361, 757)",2,361,757
"(503, 507)",2,503,507
"(513, 809)",2,513,809
"(745, 745)",2,745,745
"(523, 523)",2,523,523
"(366, 756)",2,366,756
"(366, 1101)",2,366,1101
"(517, 1101)",2,517,1101
"(672, 756)",2,672,756
"(753, 756)",2,753,756
"(753, 1103)",2,753,1103
"(756, 813)",2,756,813
"(813, 1182)",2,813,1182
"(515, 1161)",2,515,1161
"(360, 367)",2,360,367
"(514, 813)",2,514,813
"(364, 1140)",2,364,1140
"(752, 1129)",2,752,1129
"(523, 800)",2,523,800
"(504, 1102)",2,504,1102
"(679, 1138)",2,679,1138
"(866, 1104)",2,866,1104
"(517, 664)",2,517,664
"(517, 1140)",2,517,1140
"(504, 755)",2,504,755
"(562, 756)",2,562,756
"(502, 568)",2,502,568
"(776, 840)",2,776,840
"(518, 755)",2,518,755
"(777, 777)",2,777,777
"(507, 1124)",2,507,1124
"(679, 813)",2,679,813
"(864, 907)",2,864,907
"(864, 1101)",2,864,1101
"(750, 864)",2,750,864
"(672, 864)",2,672,864
"(517, 757)",2,517,757
"(566, 1147)",2,566,1147
"(752, 1124)",2,752,1124
"(572, 909)",2,572,909
"(516, 791)",2,516,791
"(518, 907)",2,518,907
"(518, 908)",2,518,908
"(750, 1144)",2,750,1144
"(572, 659)",2,572,659
"(814, 814)",2,814,814
"(670, 776)",2,670,776
"(670, 908)",2,670,908
"(670, 1115)",2,670,1115
"(776, 1116)",2,776,1116
"(909, 1156)",2,909,1156
"(1102, 1156)",2,1102,1156
"(359, 511)",2,359,511
"(564, 791)",2,564,791
"(679, 791)",2,679,791
"(489, 1146)",2,489,1146
"(794, 1146)",2,794,1146
"(551, 1160)",2,551,1160
"(566, 1188)",2,566,1188
"(753, 1115)",2,753,1115
"(502, 742)",2,502,742
"(742, 764)",2,742,764
"(517, 1116)",2,517,1116
"(357, 1139)",2,357,1139
"(504, 1116)",2,504,1116
"(504, 1129)",2,504,1129
"(523, 1129)",2,523,1129
"(840, 1116)",2,840,1116
"(1129, 1161)",2,1129,1161
"(679, 1124)",2,679,1124
"(359, 777)",2,359,777
"(361, 569)",2,361,569
"(366, 741)",2,366,741
"(368, 564)",2,368,564
"(777, 1141)",2,777,1141
"(568, 794)",2,568,794
"(502, 1104)",2,502,1104
"(551, 1104)",2,551,1104
"(562, 752)",2,562,752
"(755, 1104)",2,755,1104
"(504, 1124)",2,504,1124
"(552, 1152)",2,552,1152
"(562, 1156)",2,562,1156
"(1100, 1156)",2,1100,1156
"(365, 503)",2,365,503
"(741, 1152)",2,741,1152
"(814, 1156)",2,814,1156
"(366, 1115)",2,366,1115
"(509, 1103)",2,509,1103
"(517, 1129)",2,517,1129
"(745, 1129)",2,745,1129
"(515, 1181)",2,515,1181
"(744, 814)",2,744,814
"(679, 865)",2,679,865
"(364, 552)",2,364,552
"(360, 514)",2,360,514
"(572, 753)",2,572,753
"(519, 1161)",2,519,1161
"(367, 809)",2,367,809
"(671, 756)",2,671,756
"(356, 569)",2,356,569
"(659, 664)",2,659,664
"(514, 803)",2,514,803
"(777, 803)",2,777,803
"(358, 566)",2,358,566
"(519, 907)",2,519,907
"(365, 1103)",2,365,1103
"(756, 791)",2,756,791
"(364, 366)",2,364,366
"(364, 367)",2,364,367
"(364, 517)",2,364,517
"(366, 671)",2,366,671
"(367, 671)",2,367,671
"(664, 753)",2,664,753
"(514, 864)",2,514,864
"(564, 864)",2,564,864
"(364, 1185)",2,364,1185
"(568, 864)",2,568,864
"(745, 863)",2,745,863
"(741, 1140)",2,741,1140
"(366, 1188)",2,366,1188
"(489, 1140)",2,489,1140
"(489, 1141)",2,489,1141
"(357, 1187)",2,357,1187
"(516, 1186)",2,516,1186
"(908, 1181)",2,908,1181
"(514, 1138)",2,514,1138
"(866, 1103)",2,866,1103
"(518, 1102)",2,518,1102
"(794, 837)",2,794,837
"(570, 863)",2,570,863
"(750, 1102)",2,750,1102
"(670, 749)",2,670,749
"(1116, 1144)",2,1116,1144
"(753, 907)",2,753,907
"(356, 1152)",2,356,1152
"(757, 1152)",2,757,1152
"(791, 1152)",2,791,1152
"(518, 752)",2,518,752
"(518, 1115)",2,518,1115
"(755, 814)",2,755,814
"(509, 829)",2,509,829
"(570, 1101)",2,570,1101
"(1100, 1184)",2,1100,1184
"(809, 810)",2,809,810
"(810, 1103)",2,810,1103
"(359, 750)",2,359,750
"(518, 756)",2,518,756
"(809, 1128)",2,809,1128
"(364, 566)",2,364,566
"(756, 1129)",2,756,1129
"(511, 572)",2,511,572
"(356, 809)",2,356,809
"(750, 1161)",2,750,1161
"(664, 1124)",2,664,1124
"(503, 776)",2,503,776
"(742, 776)",2,742,776
"(750, 1156)",2,750,1156
"(365, 515)",2,365,515
"(507, 833)",2,507,833
"(570, 833)",2,570,833
"(562, 572)",2,562,572
"(518, 840)",2,518,840
"(504, 776)",2,504,776
"(366, 757)",2,366,757
"(508, 659)",2,508,659
"(553, 749)",2,553,749
"(363, 814)",2,363,814
"(1103, 1104)",2,1103,1104
"(514, 1129)",2,514,1129
"(490, 800)",2,490,800
"(490, 840)",2,490,840
"(490, 863)",2,490,863
"(670, 863)",2,670,863
"(800, 908)",2,800,908
"(840, 863)",2,840,863
"(362, 511)",2,362,511
"(518, 664)",2,518,664
"(518, 791)",2,518,791
"(368, 507)",2,368,507
"(363, 749)",2,363,749
"(367, 508)",2,367,508
"(511, 907)",2,511,907
"(810, 908)",2,810,908
"(368, 750)",2,368,750
"(570, 664)",2,570,664
"(503, 756)",2,503,756
"(516, 864)",2,516,864
"(368, 1129)",2,368,1129
"(514, 837)",2,514,837
"(572, 837)",2,572,837
"(363, 1100)",2,363,1100
"(508, 756)",2,508,756
"(490, 513)",2,490,513
"(659, 670)",2,659,670
"(753, 753)",2,753,753
"(514, 744)",2,514,744
"(518, 741)",2,518,741
"(518, 749)",2,518,749
"(519, 810)",2,519,810
"(764, 764)",2,764,764
"(507, 518)",2,507,518
"(511, 570)",2,511,570
"(518, 776)",2,518,776
"(513, 749)",2,513,749
"(519, 1186)",2,519,1186
"(507, 756)",2,507,756
"(367, 757)",2,367,757
"(502, 1156)",2,502,1156
"(515, 1104)",2,515,1104
"(503, 1103)",2,503,1103
"(490, 671)",2,490,671
"(363, 1152)",2,363,1152
"(511, 1152)",2,511,1152
"(490, 1181)",2,490,1181
"(363, 517)",2,363,517
"(511, 517)",2,511,517
"(363, 363)",2,363,363
"(509, 509)",2,509,509
"(363, 776)",2,363,776
"(363, 1128)",2,363,1128
"(511, 776)",2,511,776
"(563, 1128)",2,563,1128
"(509, 912)",2,509,912
"(671, 764)",2,671,764
"(671, 776)",2,671,776
"(502, 1101)",2,502,1101
"(765, 800)",2,765,800
"(504, 744)",2,504,744
"(659, 749)",2,659,749
"(357, 513)",2,357,513
"(503, 553)",2,503,553
"(513, 553)",2,513,553
"(563, 564)",2,563,564
"(514, 1099)",2,514,1099
"(518, 670)",2,518,670
"(679, 743)",2,679,743
"(741, 1129)",2,741,1129
"(1102, 1129)",2,1102,1129
"(361, 777)",2,361,777
"(672, 909)",2,672,909
"(672, 1124)",2,672,1124
"(907, 1124)",2,907,1124
"(741, 907)",2,741,907
"(553, 741)",2,553,741
"(741, 1139)",2,741,1139
"(741, 1146)",2,741,1146
"(513, 756)",2,513,756
"(1161, 1181)",2,1161,1181
"(908, 1141)",2,908,1141
"(1103, 1160)",2,1103,1160
"(508, 564)",2,508,564
"(513, 679)",2,513,679
"(569, 570)",2,569,570
"(572, 810)",2,572,810
"(1102, 1145)",2,1102,1145
"(553, 753)",2,553,753
"(513, 741)",2,513,741
"(671, 791)",2,671,791
"(569, 756)",2,569,756
"(551, 837)",2,551,837
"(569, 776)",2,569,776
"(566, 813)",2,566,813
"(363, 752)",2,363,752
"(664, 670)",2,664,670
"(507, 562)",2,507,562
"(750, 1186)",2,750,1186
"(570, 1116)",2,570,1116
"(764, 1184)",2,764,1184
"(672, 749)",2,672,749
"(564, 564)",2,564,564
"(571, 742)",2,571,742
"(743, 829)",2,743,829
"(840, 1156)",2,840,1156
"(1145, 1156)",2,1145,1156
"(756, 862)",2,756,862
"(791, 809)",2,791,809
"(1124, 1125)",2,1124,1125
"(777, 1181)",2,777,1181
"(514, 1104)",2,514,1104
"(503, 659)",2,503,659
"(829, 1129)",2,829,1129
"(503, 752)",2,503,752
"(356, 1140)",2,356,1140
"(503, 765)",2,503,765
"(508, 757)",2,508,757
"(503, 562)",2,503,562
"(572, 572)",2,572,572
"(515, 830)",2,515,830
"(749, 1156)",2,749,1156
"(489, 800)",2,489,800
"(744, 809)",2,744,809
"(749, 814)",2,749,814
"(513, 568)",2,513,568
"(756, 765)",2,756,765
"(756, 912)",2,756,912
"(361, 863)",2,361,863
"(749, 1124)",2,749,1124
"(507, 757)",2,507,757
"(572, 752)",2,572,752
"(664, 757)",2,664,757
"(743, 750)",2,743,750
"(863, 1184)",2,863,1184
"(509, 803)",2,509,803
"(794, 803)",2,794,803
"(490, 755)",2,490,755
"(777, 814)",2,777,814
"(837, 1145)",2,837,1145
"(749, 791)",2,749,791
"(515, 864)",2,515,864
"(907, 1161)",2,907,1161
"(810, 1125)",2,810,1125
"(490, 503)",2,490,503
"(569, 829)",2,569,829
"(829, 1104)",2,829,1104
"(791, 907)",2,791,907
